s,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 2.1016970E+001, 2.2775895E+001, 2.0220473E+001, 2.2029107E+001, 2.3797068E+001, 2.1114661E+001, 2.0160160E+001, 2.0146748E+001, 2.0309074E+001, 2.0412252E+001, 2.0156598E+001, 9.0636107E-002, 3.1680579E-002
 2.1232643E+001, 2.2235751E+001, 2.0221661E+001, 2.1962739E+001, 2.3723463E+001, 2.1077411E+001, 2.0163182E+001, 2.0148268E+001, 2.0310950E+001, 2.0413703E+001, 2.0157704E+001, 9.0895847E-002, 3.1806714E-002
 2.1427288E+001, 2.2338079E+001, 2.0225829E+001, 2.1885055E+001, 2.3642242E+001, 2.1036136E+001, 2.0166925E+001, 2.0151676E+001, 2.0317918E+001, 2.0418258E+001, 2.0160057E+001, 9.2877238E-002, 3.2252123E-002
 2.1621933E+001, 2.3115843E+001, 2.0227243E+001, 2.1814121E+001, 2.3558451E+001, 2.0993266E+001, 2.0169645E+001, 2.0153590E+001, 2.0320861E+001, 2.0421784E+001, 2.0160857E+001, 9.3623127E-002, 3.2910458E-002
 2.1816578E+001, 2.4276267E+001, 2.0228050E+001, 2.1756210E+001, 2.3470294E+001, 2.0946120E+001, 2.0170149E+001, 2.0154661E+001, 2.0321599E+001, 2.0422666E+001, 2.0161708E+001, 9.3732368E-002, 3.3047635E-002
 2.2011223E+001, 2.5250710E+001, 2.0233946E+001, 2.1715813E+001, 2.3380060E+001, 2.0898412E+001, 2.0172532E+001, 2.0158213E+001, 2.0327652E+001, 2.0431323E+001, 2.0166140E+001, 9.5837556E-002, 3.3496356E-002
 2.2205866E+001, 2.5501453E+001, 2.0236829E+001, 2.1693817E+001, 2.3289817E+001, 2.0850958E+001, 2.0175457E+001, 2.0160935E+001, 2.0330581E+001, 2.0435432E+001, 2.0167901E+001, 9.6767969E-002, 3.4220535E-002
 2.2400511E+001, 2.4967289E+001, 2.0237772E+001, 2.1686961E+001, 2.3201115E+001, 2.0802436E+001, 2.0176213E+001, 2.0162106E+001, 2.0331726E+001, 2.0436348E+001, 2.0168841E+001, 9.6989424E-002, 3.4360335E-002
 2.2634085E+001, 2.4004770E+001, 2.0239986E+001, 2.1695426E+001, 2.3108894E+001, 2.0752203E+001, 2.0178691E+001, 2.0164592E+001, 2.0335904E+001, 2.0443537E+001, 2.0170638E+001, 9.8021159E-002, 3.4817814E-002
 2.2828730E+001, 2.3272744E+001, 2.0242035E+001, 2.1717442E+001, 2.3023434E+001, 2.0704968E+001, 2.0180949E+001, 2.0167306E+001, 2.0339830E+001, 2.0447244E+001, 2.0172433E+001, 9.9172976E-002, 3.5215328E-002
 2.3023375E+001, 2.3071246E+001, 2.0243203E+001, 2.1747987E+001, 2.2952401E+001, 2.0664893E+001, 2.0182158E+001, 2.0168728E+001, 2.0341110E+001, 2.0447980E+001, 2.0173279E+001, 9.9416228E-002, 3.5358236E-002
 2.3218018E+001, 2.3378805E+001, 2.0243522E+001, 2.1788059E+001, 2.2887621E+001, 2.0629975E+001, 2.0185125E+001, 2.0170723E+001, 2.0341072E+001, 2.0445251E+001, 2.0173261E+001, 9.9493398E-002, 3.5765176E-002
 2.3412663E+001, 2.4330079E+001, 2.0244163E+001, 2.1837678E+001, 2.2827719E+001, 2.0599581E+001, 2.0188295E+001, 2.0172129E+001, 2.0341282E+001, 2.0445322E+001, 2.0174253E+001, 9.9602906E-002, 3.6138374E-002
 2.3607307E+001, 2.5905254E+001, 2.0245707E+001, 2.1896511E+001, 2.2770750E+001, 2.0573265E+001, 2.0190872E+001, 2.0173314E+001, 2.0343185E+001, 2.0448195E+001, 2.0175744E+001, 1.0020713E-001, 3.6264748E-002
 2.3801952E+001, 2.7465970E+001, 2.0254394E+001, 2.1965034E+001, 2.2714607E+001, 2.0552666E+001, 2.0195034E+001, 2.0177305E+001, 2.0355139E+001, 2.0464278E+001, 2.0181805E+001, 1.0403456E-001, 3.6649520E-002
 2.4035526E+001, 2.8116291E+001, 2.0257302E+001, 2.2051242E+001, 2.2650641E+001, 2.0534737E+001, 2.0198878E+001, 2.0179972E+001, 2.0359776E+001, 2.0468887E+001, 2.0183283E+001, 1.0520309E-001, 3.7026661E-002
 2.4230171E+001, 2.7516318E+001, 2.0256727E+001, 2.2145236E+001, 2.2581738E+001, 2.0520708E+001, 2.0201639E+001, 2.0180720E+001, 2.0358965E+001, 2.0467822E+001, 2.0182841E+001, 1.0432643E-001, 3.7133673E-002
 2.4424814E+001, 2.6472129E+001, 2.0255157E+001, 2.2233189E+001, 2.2513932E+001, 2.0511626E+001, 2.0203534E+001, 2.0180144E+001, 2.0356403E+001, 2.0466787E+001, 2.0181797E+001, 1.0291509E-001, 3.6814757E-002
 2.4619459E+001, 2.5680321E+001, 2.0255819E+001, 2.2319600E+001, 2.2443574E+001, 2.0508627E+001, 2.0205093E+001, 2.0180781E+001, 2.0356813E+001, 2.0467589E+001, 2.0182441E+001, 1.0288096E-001, 3.6776245E-002
 2.4814104E+001, 2.5302742E+001, 2.0257485E+001, 2.2401149E+001, 2.2374165E+001, 2.0511373E+001, 2.0204070E+001, 2.0181836E+001, 2.0359118E+001, 2.0471003E+001, 2.0183140E+001, 1.0345672E-001, 3.6822686E-002
 2.5008749E+001, 2.5072282E+001, 2.0264520E+001, 2.2477753E+001, 2.2310891E+001, 2.0524101E+001, 2.0206970E+001, 2.0187135E+001, 2.0368215E+001, 2.0482427E+001, 2.0187062E+001, 1.0655667E-001, 3.8337457E-002
 2.5203394E+001, 2.4793956E+001, 2.0267279E+001, 2.2546254E+001, 2.2255604E+001, 2.0537937E+001, 2.0205602E+001, 2.0189000E+001, 2.0371117E+001, 2.0486170E+001, 2.0189108E+001, 1.0732624E-001, 3.8931404E-002
 2.5436966E+001, 2.4482689E+001, 2.0273523E+001, 2.2611227E+001, 2.2207708E+001, 2.0556979E+001, 2.0202697E+001, 2.0191420E+001, 2.0379469E+001, 2.0495995E+001, 2.0193581E+001, 1.0969706E-001, 3.9111261E-002
 2.5631611E+001, 2.4311976E+001, 2.0275231E+001, 2.2666858E+001, 2.2175542E+001, 2.0583775E+001, 2.0200947E+001, 2.0192069E+001, 2.0384075E+001, 2.0500433E+001, 2.0193083E+001, 1.1039331E-001, 3.9532244E-002
 2.5826256E+001, 2.4332425E+001, 2.0277073E+001, 2.2708683E+001, 2.2161481E+001, 2.0614736E+001, 2.0199406E+001, 2.0192093E+001, 2.0385877E+001, 2.0502333E+001, 2.0194467E+001, 1.1053645E-001, 3.9574869E-002
 2.6020901E+001, 2.4456232E+001, 2.0277406E+001, 2.2744196E+001, 2.2163509E+001, 2.0653572E+001, 2.0198560E+001, 2.0190767E+001, 2.0384290E+001, 2.0500958E+001, 2.0195533E+001, 1.0961670E-001, 3.9660576E-002
 2.6215546E+001, 2.4584047E+001, 2.0286096E+001, 2.2774697E+001, 2.2183608E+001, 2.0701109E+001, 2.0200510E+001, 2.0193353E+001, 2.0393776E+001, 2.0512839E+001, 2.0202491E+001, 1.1284265E-001, 4.0001547E-002
 2.6410189E+001, 2.4647683E+001, 2.0287869E+001, 2.2801523E+001, 2.2223784E+001, 2.0755971E+001, 2.0202144E+001, 2.0191947E+001, 2.0395228E+001, 2.0513884E+001, 2.0203787E+001, 1.1297146E-001, 4.0310946E-002
 2.6604834E+001, 2.4635696E+001, 2.0292544E+001, 2.2824288E+001, 2.2287118E+001, 2.0818156E+001, 2.0206202E+001, 2.0191106E+001, 2.0399698E+001, 2.0520815E+001, 2.0206283E+001, 1.1402466E-001, 4.0458533E-002
 2.6838408E+001, 2.4567274E+001, 2.0292730E+001, 2.2846927E+001, 2.2390587E+001, 2.0897400E+001, 2.0217083E+001, 2.0190279E+001, 2.0400043E+001, 2.0522445E+001, 2.0205587E+001, 1.1404798E-001, 4.1328925E-002
 2.7033052E+001, 2.4478349E+001, 2.0294958E+001, 2.2867420E+001, 2.2537301E+001, 2.0983377E+001, 2.0230498E+001, 2.0188388E+001, 2.0399964E+001, 2.0524041E+001, 2.0207045E+001, 1.1422974E-001, 4.1453752E-002
 2.7227697E+001, 2.4408870E+001, 2.0303024E+001, 2.2886934E+001, 2.2728230E+001, 2.1075183E+001, 2.0250196E+001, 2.0189057E+001, 2.0407323E+001, 2.0534376E+001, 2.0212810E+001, 1.1701346E-001, 4.1676173E-002
 2.7402225E+001, 2.4410047E+001, 2.0310394E+001, 2.2909530E+001, 2.2982492E+001, 2.1184063E+001, 2.0278120E+001, 2.0191098E+001, 2.0414000E+001, 2.0545375E+001, 2.0217893E+001, 1.1966011E-001, 4.2360573E-002
 2.7611662E+001, 2.4642559E+001, 2.0313397E+001, 2.2940063E+001, 2.3364738E+001, 2.1341038E+001, 2.0315965E+001, 2.0190016E+001, 2.0413883E+001, 2.0546775E+001, 2.0219867E+001, 1.1980023E-001, 4.2541113E-002
 2.7821096E+001, 2.5466907E+001, 2.0312823E+001, 2.2987426E+001, 2.3916306E+001, 2.1593632E+001, 2.0373502E+001, 2.0186703E+001, 2.0408897E+001, 2.0541747E+001, 2.0218529E+001, 1.1803715E-001, 4.2728186E-002
 2.8030531E+001, 2.6941430E+001, 2.0315715E+001, 2.3062260E+001, 2.4511396E+001, 2.1963034E+001, 2.0457125E+001, 2.0185079E+001, 2.0407957E+001, 2.0539181E+001, 2.0219604E+001, 1.1821726E-001, 4.2908221E-002
 2.8205061E+001, 2.8166263E+001, 2.0319974E+001, 2.3171135E+001, 2.4925060E+001, 2.2415154E+001, 2.0567863E+001, 2.0184809E+001, 2.0408629E+001, 2.0540345E+001, 2.0221647E+001, 1.1893209E-001, 4.3099937E-002
 2.8414495E+001, 2.8347829E+001, 2.0333367E+001, 2.3332674E+001, 2.5064956E+001, 2.2969007E+001, 2.0733507E+001, 2.0190770E+001, 2.0420632E+001, 2.0555699E+001, 2.0229429E+001, 1.2372961E-001, 4.4534087E-002
 2.8623932E+001, 2.7329499E+001, 2.0338881E+001, 2.3554595E+001, 2.4946350E+001, 2.3631317E+001, 2.0987842E+001, 2.0194239E+001, 2.0423074E+001, 2.0558726E+001, 2.0232456E+001, 1.2487872E-001, 4.5198870E-002
 2.8833366E+001, 2.6031147E+001, 2.0346131E+001, 2.3792278E+001, 2.4759731E+001, 2.4284090E+001, 2.1339432E+001, 2.0201124E+001, 2.0428401E+001, 2.0568879E+001, 2.0236019E+001, 1.2678633E-001, 4.5486483E-002
 2.9007896E+001, 2.5551003E+001, 2.0346887E+001, 2.4006890E+001, 2.4706820E+001, 2.4811360E+001, 2.1736029E+001, 2.0211285E+001, 2.0427643E+001, 2.0568910E+001, 2.0235905E+001, 1.2699815E-001, 4.5732311E-002
 2.9217331E+001, 2.5940074E+001, 2.0351393E+001, 2.4234351E+001, 2.4795035E+001, 2.5222410E+001, 2.2158489E+001, 2.0228742E+001, 2.0427907E+001, 2.0569815E+001, 2.0238147E+001, 1.2756516E-001, 4.5964346E-002
 2.9426765E+001, 2.6735143E+001, 2.0365376E+001, 2.4550528E+001, 2.4941291E+001, 2.5526595E+001, 2.2581077E+001, 2.0263429E+001, 2.0435511E+001, 2.0580823E+001, 2.0247569E+001, 1.3152004E-001, 4.7093960E-002
 2.9601295E+001, 2.7334957E+001, 2.0372741E+001, 2.4969021E+001, 2.5024106E+001, 2.5676001E+001, 2.2883964E+001, 2.0307877E+001, 2.0435885E+001, 2.0584045E+001, 2.0251673E+001, 1.3296769E-001, 4.7810706E-002
 2.9810730E+001, 2.7669924E+001, 2.0373230E+001, 2.5566815E+001, 2.5031876E+001, 2.5704358E+001, 2.3111599E+001, 2.0369340E+001, 2.0430717E+001, 2.0579826E+001, 2.0250966E+001, 1.3237479E-001, 4.7946019E-002
 3.0020164E+001, 2.7815727E+001, 2.0371080E+001, 2.6340128E+001, 2.5048477E+001, 2.5604468E+001, 2.3348538E+001, 2.0461559E+001, 2.0421510E+001, 2.0570763E+001, 2.0247608E+001, 1.3022316E-001, 4.7546960E-002
 3.0229601E+001, 2.7788292E+001, 2.0370965E+001, 2.7007043E+001, 2.5199234E+001, 2.5396404E+001, 2.3669256E+001, 2.0596651E+001, 2.0416665E+001, 2.0567908E+001, 2.0247543E+001, 1.3014109E-001, 4.7613473E-002
 3.0404129E+001, 2.7660853E+001, 2.0379497E+001, 2.7453750E+001, 2.5473659E+001, 2.5190537E+001, 2.4084032E+001, 2.0774614E+001, 2.0421736E+001, 2.0578276E+001, 2.0253067E+001, 1.3349022E-001, 4.8206023E-002
 3.0613565E+001, 2.7633241E+001, 2.0382392E+001, 2.8011017E+001, 2.5840831E+001, 2.5073476E+001, 2.4600838E+001, 2.1029366E+001, 2.0423737E+001, 2.0581619E+001, 2.0256443E+001, 1.3572134E-001, 4.9196514E-002
 3.0823000E+001, 2.8028501E+001, 2.0385059E+001, 2.8992460E+001, 2.6304538E+001, 2.5103149E+001, 2.5175987E+001, 2.1420868E+001, 2.0425775E+001, 2.0585521E+001, 2.0259539E+001, 1.3674647E-001, 4.9450108E-002
 3.1032434E+001, 2.8876993E+001, 2.0391453E+001, 3.0088383E+001, 2.6813539E+001, 2.5279025E+001, 2.5637361E+001, 2.1959586E+001, 2.0435444E+001, 2.0595981E+001, 2.0265321E+001, 1.3952378E-001, 5.0246590E-002
 3.1206964E+001, 2.9762872E+001, 2.0391464E+001, 3.0775521E+001, 2.7319026E+001, 2.5514976E+001, 2.5895123E+001, 2.2578967E+001, 2.0441783E+001, 2.0598068E+001, 2.0268022E+001, 1.4000111E-001, 5.0711847E-002
 3.1416399E+001, 3.0521405E+001, 2.0389670E+001, 3.0964867E+001, 2.7847106E+001, 2.5839578E+001, 2.6006963E+001, 2.3298654E+001, 2.0452152E+001, 2.0598738E+001, 2.0269677E+001, 1.3984619E-001, 5.1013072E-002
 3.1625835E+001, 3.1110849E+001, 2.0387265E+001, 3.0759185E+001, 2.8383132E+001, 2.6385545E+001, 2.6046081E+001, 2.4131644E+001, 2.0470565E+001, 2.0596287E+001, 2.0271452E+001, 1.3919733E-001, 5.1695696E-002
 3.1800364E+001, 3.1363297E+001, 2.0386021E+001, 3.0459047E+001, 2.8782916E+001, 2.7075868E+001, 2.6072457E+001, 2.4867412E+001, 2.0500399E+001, 2.0599072E+001, 2.0274188E+001, 1.3926557E-001, 5.1894516E-002
 3.2009800E+001, 3.1267814E+001, 2.0389438E+001, 3.0273784E+001, 2.9076990E+001, 2.7794538E+001, 2.6137811E+001, 2.5504599E+001, 2.0550152E+001, 2.0614647E+001, 2.0280869E+001, 1.4220885E-001, 5.2147302E-002
 3.2219234E+001, 3.0820707E+001, 2.0389221E+001, 3.0248021E+001, 2.9302083E+001, 2.8344239E+001, 2.6270635E+001, 2.6034115E+001, 2.0615989E+001, 2.0625474E+001, 2.0284427E+001, 1.4369241E-001, 5.2424722E-002
 3.2428669E+001, 3.0137131E+001, 2.0386872E+001, 3.0288016E+001, 2.9457043E+001, 2.8494725E+001, 2.6467647E+001, 2.6371196E+001, 2.0693206E+001, 2.0630469E+001, 2.0285929E+001, 1.4362685E-001, 5.2567426E-002
 3.2603199E+001, 2.9428252E+001, 2.0387513E+001, 3.0206669E+001, 2.9557016E+001, 2.8386771E+001, 2.6692513E+001, 2.6534097E+001, 2.0778085E+001, 2.0640310E+001, 2.0287227E+001, 1.4481391E-001, 5.2600937E-002
 3.2812634E+001, 2.8749291E+001, 2.0385810E+001, 2.9891372E+001, 2.9622658E+001, 2.8273793E+001, 2.6943544E+001, 2.6587116E+001, 2.0867294E+001, 2.0647173E+001, 2.0287270E+001, 1.4507735E-001, 5.2726550E-002
 3.3022068E+001, 2.8171284E+001, 2.0383991E+001, 2.9358788E+001, 2.9665163E+001, 2.8325330E+001, 2.7216293E+001, 2.6559101E+001, 2.0967916E+001, 2.0658152E+001, 2.0288034E+001, 1.4549016E-001, 5.2991489E-002
 3.3231503E+001, 2.7907279E+001, 2.0380843E+001, 2.8841363E+001, 2.9690727E+001, 2.8569409E+001, 2.7443393E+001, 2.6456718E+001, 2.1065331E+001, 2.0669248E+001, 2.0287109E+001, 1.4613582E-001, 5.3503995E-002
 3.3406033E+001, 2.8008245E+001, 2.0379362E+001, 2.8511962E+001, 2.9709562E+001, 2.8881235E+001, 2.7566084E+001, 2.6300584E+001, 2.1146939E+001, 2.0679686E+001, 2.0284585E+001, 1.4647107E-001, 5.3704746E-002
 3.3615467E+001, 2.8435550E+001, 2.0386897E+001, 2.8311515E+001, 2.9722986E+001, 2.9207656E+001, 2.7578588E+001, 2.6090007E+001, 2.1226308E+001, 2.0700564E+001, 2.0286833E+001, 1.5068415E-001, 5.5263235E-002
 3.3824905E+001, 2.9184254E+001, 2.0388508E+001, 2.8138363E+001, 2.9707295E+001, 2.9512451E+001, 2.7477066E+001, 2.5806687E+001, 2.1290036E+001, 2.0711985E+001, 2.0286392E+001, 1.5294787E-001, 5.6413538E-002
 3.4034340E+001, 3.0124681E+001, 2.0390455E+001, 2.7957809E+001, 2.9608587E+001, 2.9714368E+001, 2.7309115E+001, 2.5487838E+001, 2.1332906E+001, 2.0716494E+001, 2.0286314E+001, 1.5437288E-001, 5.6496300E-002
 3.4208870E+001, 3.0979840E+001, 2.0383194E+001, 2.7796991E+001, 2.9389369E+001, 2.9793171E+001, 2.7155332E+001, 2.5183088E+001, 2.1347050E+001, 2.0706140E+001, 2.0279651E+001, 1.5294598E-001, 5.6009210E-002
 3.4418304E+001, 3.1542090E+001, 2.0379732E+001, 2.7685765E+001, 2.9010282E+001, 2.9784472E+001, 2.7044831E+001, 2.4883826E+001, 2.1347113E+001, 2.0698038E+001, 2.0275643E+001, 1.5301464E-001, 5.6102046E-002
 3.4627739E+001, 3.1557056E+001, 2.0384562E+001, 2.7659319E+001, 2.8465980E+001, 2.9720808E+001, 2.6992992E+001, 2.4573961E+001, 2.1337594E+001, 2.0703562E+001, 2.0278517E+001, 1.5657115E-001, 5.6857419E-002
 3.4802269E+001, 3.1012070E+001, 2.0390935E+001, 2.7729939E+001, 2.7955473E+001, 2.9646335E+001, 2.7011132E+001, 2.4305479E+001, 2.1315682E+001, 2.0706076E+001, 2.0281911E+001, 1.6018922E-001, 5.8100537E-002
 3.5008163E+001, 3.0134155E+001, 2.0389281E+001, 2.7865321E+001, 2.7566644E+001, 2.9572413E+001, 2.7087055E+001, 2.4046103E+001, 2.1276577E+001, 2.0696420E+001, 2.0279079E+001, 1.6061198E-001, 5.8244400E-002
 3.5227734E+001, 2.9128433E+001, 2.0387359E+001, 2.8046347E+001, 2.7374290E+001, 2.9499286E+001, 2.7233627E+001, 2.3768000E+001, 2.1230711E+001, 2.0688035E+001, 2.0275439E+001, 1.6160289E-001, 5.9432492E-002
 3.5415936E+001, 2.8392658E+001, 2.0384953E+001, 2.8223249E+001, 2.7431647E+001, 2.9417202E+001, 2.7431817E+001, 2.3493642E+001, 2.1182660E+001, 2.0676709E+001, 2.0272993E+001, 1.6166806E-001, 5.9795768E-002
 3.5613548E+001, 2.8143829E+001, 2.0388675E+001, 2.8377062E+001, 2.7666480E+001, 2.9309610E+001, 2.7669729E+001, 2.3230685E+001, 2.1143457E+001, 2.0670900E+001, 2.0275119E+001, 1.6400283E-001, 5.9659355E-002
 3.5820568E+001, 2.8587106E+001, 2.0384829E+001, 2.8525168E+001, 2.8030997E+001, 2.9140755E+001, 2.7974300E+001, 2.2939594E+001, 2.1094890E+001, 2.0659112E+001, 2.0271577E+001, 1.6339035E-001, 5.9445618E-002
 3.6027592E+001, 2.9859578E+001, 2.0377238E+001, 2.8651843E+001, 2.8433724E+001, 2.8905956E+001, 2.8313146E+001, 2.2642277E+001, 2.1039930E+001, 2.0644297E+001, 2.0266011E+001, 1.6085257E-001, 5.9523898E-002
 3.6200108E+001, 3.0859290E+001, 2.0383278E+001, 2.8747142E+001, 2.8775466E+001, 2.8653128E+001, 2.8622669E+001, 2.2381055E+001, 2.1004561E+001, 2.0651778E+001, 2.0271477E+001, 1.6649815E-001, 6.0929777E-002
 3.6420059E+001, 3.0463614E+001, 2.0383743E+001, 2.8828427E+001, 2.9059428E+001, 2.8391013E+001, 2.8883760E+001, 2.2118259E+001, 2.0952562E+001, 2.0647948E+001, 2.0271343E+001, 1.6687314E-001, 6.1317193E-002
 3.6601189E+001, 2.9364408E+001, 2.0389413E+001, 2.8896267E+001, 2.9264547E+001, 2.8197224E+001, 2.9040251E+001, 2.1882853E+001, 2.0900518E+001, 2.0652818E+001, 2.0272422E+001, 1.6818089E-001, 6.2256871E-002
 3.6812508E+001, 2.9081973E+001, 2.0389239E+001, 2.8939051E+001, 2.9402555E+001, 2.8130746E+001, 2.9035501E+001, 2.1672746E+001, 2.0836031E+001, 2.0648252E+001, 2.0272168E+001, 1.6804228E-001, 6.3354239E-002
 3.7023827E+001, 2.9797024E+001, 2.0399893E+001, 2.8933017E+001, 2.9506057E+001, 2.8224120E+001, 2.8820315E+001, 2.1476897E+001, 2.0772305E+001, 2.0659469E+001, 2.0278470E+001, 1.7274239E-001, 6.3970108E-002
 3.7204956E+001, 3.0443999E+001, 2.0404432E+001, 2.8876875E+001, 2.9572218E+001, 2.8457956E+001, 2.8424999E+001, 2.1317944E+001, 2.0706257E+001, 2.0667216E+001, 2.0280601E+001, 1.7532380E-001, 6.4968846E-002
 3.7416275E+001, 3.0554829E+001, 2.0403567E+001, 2.8796377E+001, 2.9598976E+001, 2.8805567E+001, 2.7855693E+001, 2.1176838E+001, 2.0633561E+001, 2.0667340E+001, 2.0280759E+001, 1.7442434E-001, 6.5296425E-002
 3.7627594E+001, 3.0770367E+001, 2.0404404E+001, 2.8718674E+001, 2.9569266E+001, 2.9257067E+001, 2.7095171E+001, 2.1044589E+001, 2.0563436E+001, 2.0672970E+001, 2.0282051E+001, 1.7463008E-001, 6.5055078E-002
 3.7823818E+001, 3.2254576E+001, 2.0405804E+001, 2.8673289E+001, 2.9487090E+001, 2.9702719E+001, 2.6257293E+001, 2.0933916E+001, 2.0505945E+001, 2.0677598E+001, 2.0282991E+001, 1.7476448E-001, 6.5156003E-002
 3.8023064E+001, 3.3129792E+001, 2.0409144E+001, 2.8665468E+001, 2.9395781E+001, 3.0060028E+001, 2.5390387E+001, 2.0844844E+001, 2.0465391E+001, 2.0688035E+001, 2.0287380E+001, 1.7632763E-001, 6.6135086E-002
 3.8222305E+001, 3.1798959E+001, 2.0411756E+001, 2.8692683E+001, 2.9371898E+001, 3.0252967E+001, 2.4536144E+001, 2.0771614E+001, 2.0437640E+001, 2.0696604E+001, 2.0290501E+001, 1.7728344E-001, 6.6765846E-002
 3.8421551E+001, 3.0593385E+001, 2.0421570E+001, 2.8748843E+001, 2.9517272E+001, 3.0241789E+001, 2.3756056E+001, 2.0713781E+001, 2.0430003E+001, 2.0713804E+001, 2.0296187E+001, 1.8027725E-001, 6.7269192E-002
 3.8620792E+001, 3.0699694E+001, 2.0426726E+001, 2.8825436E+001, 2.9909142E+001, 3.0051282E+001, 2.3092092E+001, 2.0665657E+001, 2.0430710E+001, 2.0724920E+001, 2.0298039E+001, 1.8120102E-001, 6.8721084E-002
 3.8820038E+001, 3.1133004E+001, 2.0429671E+001, 2.8908755E+001, 3.0530644E+001, 2.9743107E+001, 2.2544606E+001, 2.0618890E+001, 2.0439017E+001, 2.0733706E+001, 2.0300122E+001, 1.8116153E-001, 6.9011352E-002
 3.9019279E+001, 3.1077209E+001, 2.0438111E+001, 2.8988761E+001, 3.1237216E+001, 2.9389769E+001, 2.2087984E+001, 2.0569493E+001, 2.0459783E+001, 2.0750194E+001, 2.0305633E+001, 1.8408966E-001, 6.9217829E-002
 3.9218525E+001, 3.1332070E+001, 2.0443943E+001, 2.9064308E+001, 3.1791344E+001, 2.9040805E+001, 2.1677250E+001, 2.0508112E+001, 2.0483194E+001, 2.0764918E+001, 2.0309106E+001, 1.8588282E-001, 6.9598744E-002
 3.9417767E+001, 3.3510000E+001, 2.0444604E+001, 2.9146722E+001, 3.1982822E+001, 2.8728548E+001, 2.1272793E+001, 2.0431135E+001, 2.0500484E+001, 2.0774040E+001, 2.0309228E+001, 1.8390714E-001, 6.9681566E-002
 3.9617012E+001, 3.5857447E+001, 2.0444345E+001, 2.9264739E+001, 3.1839236E+001, 2.8481876E+001, 2.0863998E+001, 2.0346350E+001, 2.0518291E+001, 2.0781970E+001, 2.0309616E+001, 1.8347624E-001, 6.9533015E-002
 3.9816254E+001, 3.4628344E+001, 2.0446892E+001, 2.9465900E+001, 3.1645154E+001, 2.8317904E+001, 2.0455788E+001, 2.0258135E+001, 2.0535790E+001, 2.0790324E+001, 2.0311476E+001, 1.8392622E-001, 6.9663635E-002
 4.0015499E+001, 3.2277511E+001, 2.0452190E+001, 2.9811908E+001, 3.1746684E+001, 2.8223602E+001, 2.0071677E+001, 2.0175743E+001, 2.0554846E+001, 2.0805514E+001, 2.0316323E+001, 1.8623699E-001, 7.0581285E-002
 4.0214741E+001, 3.1824112E+001, 2.0455715E+001, 3.0346997E+001, 3.2262791E+001, 2.8148694E+001, 1.9734247E+001, 2.0102932E+001, 2.0566612E+001, 2.0813610E+001, 2.0319301E+001, 1.8707200E-001, 7.1203701E-002
 4.0413986E+001, 3.2159870E+001, 2.0466102E+001, 3.1056646E+001, 3.2955699E+001, 2.8046889E+001, 1.9468703E+001, 2.0047725E+001, 2.0583035E+001, 2.0828200E+001, 2.0324087E+001, 1.9099117E-001, 7.1557877E-002
 4.0613228E+001, 3.2057890E+001, 2.0478263E+001, 3.1859514E+001, 3.3415837E+001, 2.7908877E+001, 1.9293207E+001, 2.0012108E+001, 2.0597976E+001, 2.0844812E+001, 2.0329306E+001, 1.9505283E-001, 7.3303936E-002
 4.0812473E+001, 3.1957913E+001, 2.0482844E+001, 3.2611801E+001, 3.3425228E+001, 2.7752085E+001, 1.9202289E+001, 1.9993079E+001, 2.0601949E+001, 2.0850420E+001, 2.0333359E+001, 1.9538842E-001, 7.3662854E-002
 4.1011715E+001, 3.2485499E+001, 2.0489637E+001, 3.3189110E+001, 3.3154797E+001, 2.7611301E+001, 1.9189243E+001, 1.9994317E+001, 2.0602701E+001, 2.0854792E+001, 2.0339663E+001, 1.9547462E-001, 7.4614591E-002
 4.1210957E+001, 3.3038266E+001, 2.0490377E+001, 3.3532916E+001, 3.2923226E+001, 2.7481797E+001, 1.9227863E+001, 2.0007889E+001, 2.0603157E+001, 2.0856351E+001, 2.0341413E+001, 1.9563613E-001, 7.5452222E-002
 4.1410202E+001, 3.3181187E+001, 2.0496903E+001, 3.3678919E+001, 3.2932543E+001, 2.7322499E+001, 1.9300074E+001, 2.0031996E+001, 2.0613290E+001, 2.0872727E+001, 2.0347585E+001, 1.9889585E-001, 7.6253878E-002
 4.1609444E+001, 3.3505795E+001, 2.0513286E+001, 3.3727957E+001, 3.3165812E+001, 2.7120523E+001, 1.9395362E+001, 2.0066782E+001, 2.0634867E+001, 2.0899012E+001, 2.0359995E+001, 2.0655445E-001, 7.8563469E-002
 4.1808689E+001, 3.3982314E+001, 2.0515486E+001, 3.3750635E+001, 3.3420638E+001, 2.6983021E+001, 1.9494916E+001, 2.0098482E+001, 2.0639976E+001, 2.0904109E+001, 2.0362763E+001, 2.0715064E-001, 7.8708817E-002
 4.2023342E+001, 3.4002748E+001, 2.0518238E+001, 3.3745641E+001, 3.3522598E+001, 2.7186992E+001, 1.9602083E+001, 2.0133148E+001, 2.0650417E+001, 2.0915033E+001, 2.0365704E+001, 2.0965636E-001, 7.9524178E-002
 4.2201225E+001, 3.3450131E+001, 2.0519901E+001, 3.3663245E+001, 3.3460692E+001, 2.7881971E+001, 1.9697981E+001, 2.0161001E+001, 2.0656408E+001, 2.0920532E+001, 2.0368029E+001, 2.1031816E-001, 8.0002159E-002
