s,s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.6000391E+002, 2.5747854E+002, 2.5747854E+002, 2.5747854E+002, 2.5747854E+002, 7.4847641E+001, 8.0798805E+001, 7.2029832E+001, 6.8669717E+001, 6.5007706E+001, 6.0865026E+001, 5.7053136E+001, 8.9309235E+001, 8.2544565E+001, 6.9674645E+001, 6.3610920E+001, 5.9399828E+001, 5.6518408E+001, 5.3126591E+001, 1.6111224E+002, 1.2885976E+002, 1.0865072E+002, 9.6032974E+001, 6.3632873E+001, 5.5729558E+001, 5.1630576E+001
 2.6501584E+002, 2.6257461E+002, 2.6257461E+002, 2.6257461E+002, 2.6257461E+002, 7.4472854E+001, 7.9454068E+001, 7.1253538E+001, 8.0681071E+001, 8.0263358E+001, 6.5729770E+001, 5.7769342E+001, 1.0471142E+002, 9.6488332E+001, 7.7700839E+001, 6.7986446E+001, 6.3787710E+001, 5.9558183E+001, 5.6514497E+001, 1.8777019E+002, 1.5701104E+002, 1.4430977E+002, 1.0256671E+002, 6.7303517E+001, 5.7258281E+001, 5.3592586E+001
 2.7000327E+002, 2.6749903E+002, 2.6749903E+002, 2.6749903E+002, 2.6749903E+002, 7.3796825E+001, 8.1819794E+001, 7.9337250E+001, 8.4155792E+001, 9.0463837E+001, 7.2298075E+001, 5.8278897E+001, 1.1968015E+002, 1.0758716E+002, 7.9567557E+001, 7.0671599E+001, 6.1363318E+001, 5.6725535E+001, 5.5468235E+001, 2.1931225E+002, 1.8091597E+002, 1.5555190E+002, 9.2559323E+001, 7.1583925E+001, 6.0946857E+001, 5.7028077E+001
 2.7500748E+002, 2.7246544E+002, 2.7246544E+002, 2.7246544E+002, 2.7246544E+002, 7.4391958E+001, 8.6844668E+001, 8.4642503E+001, 8.9935371E+001, 1.0059346E+002, 7.7936367E+001, 7.3146433E+001, 1.2885471E+002, 1.1537202E+002, 8.3203430E+001, 7.4958200E+001, 6.7788733E+001, 5.8800679E+001, 5.2628487E+001, 2.3630797E+002, 1.9354720E+002, 1.7458744E+002, 1.0091799E+002, 6.7507575E+001, 5.8380207E+001, 5.7182154E+001
 2.8001007E+002, 2.7755208E+002, 2.7755208E+002, 2.7755208E+002, 2.7755208E+002, 8.3647150E+001, 9.5437321E+001, 9.4226895E+001, 1.0268719E+002, 1.0373020E+002, 8.3242421E+001, 7.4519456E+001, 1.3847834E+002, 1.2602516E+002, 8.9012831E+001, 8.3074291E+001, 7.3460457E+001, 6.6118916E+001, 5.1454253E+001, 2.5380070E+002, 2.1236569E+002, 1.9378459E+002, 1.0505833E+002, 7.6015505E+001, 6.2462218E+001, 5.6843086E+001
 2.8500146E+002, 2.8254801E+002, 2.8254801E+002, 2.8254801E+002, 2.8254801E+002, 8.8936792E+001, 9.8910261E+001, 9.7459837E+001, 9.9670557E+001, 1.1230022E+002, 1.0254101E+002, 8.9814816E+001, 1.5572855E+002, 1.4110233E+002, 1.0118152E+002, 8.9078227E+001, 8.1179791E+001, 7.4300694E+001, 5.7167245E+001, 2.7143114E+002, 2.2884937E+002, 2.1196845E+002, 1.1961946E+002, 8.2518872E+001, 6.9180673E+001, 5.9527534E+001
 2.9000034E+002, 2.8744274E+002, 2.8744274E+002, 2.8744274E+002, 2.8744274E+002, 9.4130495E+001, 1.0848021E+002, 1.0348056E+002, 1.1518952E+002, 1.2852513E+002, 1.0736067E+002, 8.9881912E+001, 1.7351148E+002, 1.5367959E+002, 1.1678705E+002, 1.0262417E+002, 8.9966734E+001, 8.0194030E+001, 6.4225543E+001, 2.9245747E+002, 2.4130879E+002, 2.1937004E+002, 1.4184915E+002, 9.3910512E+001, 8.2913832E+001, 6.7527002E+001
 2.9501160E+002, 2.9248889E+002, 2.9248889E+002, 2.9248889E+002, 2.9248889E+002, 1.0152715E+002, 1.1289617E+002, 1.0601874E+002, 1.2940808E+002, 1.4097282E+002, 1.1730684E+002, 1.0505048E+002, 1.8293860E+002, 1.6689976E+002, 1.2955654E+002, 1.0916745E+002, 1.0119088E+002, 8.3744851E+001, 6.4777067E+001, 3.0661660E+002, 2.5278834E+002, 2.3317775E+002, 1.5276184E+002, 1.0084335E+002, 8.2903583E+001, 7.0489754E+001
 3.0001035E+002, 2.9745939E+002, 2.9745939E+002, 2.9745939E+002, 2.9745939E+002, 1.0329102E+002, 1.2374563E+002, 1.2019357E+002, 1.2957463E+002, 1.4649943E+002, 1.2454188E+002, 1.0341606E+002, 1.9382902E+002, 1.7664299E+002, 1.2902341E+002, 1.2235354E+002, 1.1200540E+002, 9.5602521E+001, 7.7173899E+001, 3.1891329E+002, 2.6994224E+002, 2.4366912E+002, 1.7825775E+002, 1.1386707E+002, 9.4719241E+001, 7.8900915E+001
 3.0500446E+002, 3.0248239E+002, 3.0248239E+002, 3.0248239E+002, 3.0248239E+002, 1.1123627E+002, 1.3004139E+002, 1.2932391E+002, 1.3965550E+002, 1.5010811E+002, 1.3370324E+002, 1.1238845E+002, 2.0588612E+002, 1.8914268E+002, 1.5129815E+002, 1.3397367E+002, 1.1903241E+002, 1.0743655E+002, 7.9532815E+001, 3.2707418E+002, 2.8172868E+002, 2.6596144E+002, 2.1353509E+002, 1.4952677E+002, 1.0437836E+002, 7.8930001E+001
 3.1000729E+002, 3.0758260E+002, 3.0758260E+002, 3.0758260E+002, 3.0758260E+002, 1.1891145E+002, 1.4016737E+002, 1.3478331E+002, 1.4455549E+002, 1.6216302E+002, 1.4407440E+002, 1.1992551E+002, 2.2184399E+002, 1.9309464E+002, 1.5754800E+002, 1.4915814E+002, 1.3555093E+002, 1.1975459E+002, 1.0508180E+002, 3.3232579E+002, 2.8481905E+002, 2.6386276E+002, 2.1342522E+002, 1.4535890E+002, 1.0994832E+002, 8.8545166E+001
 3.1500974E+002, 3.1251516E+002, 3.1251516E+002, 3.1251516E+002, 3.1251516E+002, 1.3032309E+002, 1.4506932E+002, 1.4579808E+002, 1.4554801E+002, 1.7180035E+002, 1.5747289E+002, 1.4305960E+002, 2.1176072E+002, 2.0113571E+002, 1.7926960E+002, 1.5787150E+002, 1.4972592E+002, 1.2891567E+002, 1.0522528E+002, 3.2848096E+002, 2.8895671E+002, 2.7230588E+002, 2.5206698E+002, 1.9852512E+002, 1.2988491E+002, 1.0000071E+002
 3.2001282E+002, 3.1747906E+002, 3.1747906E+002, 3.1747906E+002, 3.1747906E+002, 1.3259946E+002, 1.4861571E+002, 1.4285350E+002, 1.4608223E+002, 1.7000710E+002, 1.6577331E+002, 1.3794500E+002, 2.2848258E+002, 2.1815145E+002, 1.9872321E+002, 1.7574008E+002, 1.6010521E+002, 1.5056644E+002, 1.3271939E+002, 3.4208346E+002, 3.0771685E+002, 2.9449571E+002, 2.6587506E+002, 2.0413435E+002, 1.5248887E+002, 1.1560873E+002
 3.2500818E+002, 3.2254948E+002, 3.2254948E+002, 3.2254948E+002, 3.2254948E+002, 1.3585933E+002, 1.5768683E+002, 1.5572863E+002, 1.7070698E+002, 1.8478470E+002, 1.6990514E+002, 1.4017636E+002, 2.3629138E+002, 2.3283176E+002, 2.1601086E+002, 1.8597071E+002, 1.7795885E+002, 1.5933274E+002, 1.4258360E+002, 3.4900935E+002, 3.0517974E+002, 3.0864398E+002, 2.8612216E+002, 2.5195038E+002, 1.8223002E+002, 1.2458939E+002
 3.3000894E+002, 3.2753881E+002, 3.2753881E+002, 3.2753881E+002, 3.2753881E+002, 1.3686889E+002, 1.7314009E+002, 1.7350060E+002, 1.7710792E+002, 1.9765674E+002, 1.8061647E+002, 1.6260044E+002, 2.4193915E+002, 2.4786336E+002, 2.5235188E+002, 2.4510123E+002, 2.2178440E+002, 1.9591965E+002, 1.7493494E+002, 3.5361200E+002, 3.4124257E+002, 3.3102419E+002, 3.2614789E+002, 2.9120299E+002, 2.1327166E+002, 1.5417572E+002
 3.3500507E+002, 3.3247357E+002, 3.3247357E+002, 3.3247357E+002, 3.3247357E+002, 1.3615151E+002, 1.7873861E+002, 1.7755441E+002, 1.8248705E+002, 2.0308084E+002, 2.0494328E+002, 1.7180299E+002, 2.5649675E+002, 2.6370932E+002, 2.4687040E+002, 2.2285420E+002, 2.1660296E+002, 1.9331421E+002, 1.7827646E+002, 3.4560183E+002, 3.2386981E+002, 3.1586413E+002, 2.9457037E+002, 2.6923314E+002, 2.2555872E+002, 1.8109413E+002
 3.4001291E+002, 3.3747504E+002, 3.3747504E+002, 3.3747504E+002, 3.3747504E+002, 1.5054546E+002, 1.8460744E+002, 1.7901873E+002, 1.8502043E+002, 2.1989229E+002, 1.9976959E+002, 1.7271278E+002, 2.6171510E+002, 2.6201638E+002, 2.7695787E+002, 2.8239753E+002, 2.5598029E+002, 2.1920180E+002, 1.9694188E+002, 3.7788733E+002, 3.4954694E+002, 3.2961976E+002, 3.2041884E+002, 3.1632056E+002, 2.7707372E+002, 2.2402934E+002
 3.4501221E+002, 3.4248426E+002, 3.4248426E+002, 3.4248426E+002, 3.4248426E+002, 1.5036771E+002, 1.9182063E+002, 1.8748503E+002, 1.8620667E+002, 2.2264923E+002, 1.9623720E+002, 1.6029225E+002, 2.6322812E+002, 2.6413446E+002, 2.7842235E+002, 2.9030335E+002, 2.7846082E+002, 2.4293099E+002, 1.9838406E+002, 3.9198062E+002, 3.6300590E+002, 3.5423081E+002, 3.4628295E+002, 3.4292178E+002, 3.1733570E+002, 2.8776296E+002
 3.5000510E+002, 3.4751468E+002, 3.4751468E+002, 3.4751468E+002, 3.4751468E+002, 1.4994188E+002, 1.9123370E+002, 1.9414435E+002, 2.0149087E+002, 2.1758356E+002, 2.0979413E+002, 1.8277585E+002, 2.5872789E+002, 2.6406069E+002, 2.8847564E+002, 3.0401705E+002, 2.9071713E+002, 2.4184541E+002, 2.0735491E+002, 3.8676862E+002, 3.5792046E+002, 3.4782521E+002, 3.4050308E+002, 3.2208750E+002, 3.0589219E+002, 2.7012125E+002
 3.5501151E+002, 3.5245144E+002, 3.5245144E+002, 3.5245144E+002, 3.5245144E+002, 1.5722824E+002, 1.8844922E+002, 1.8711452E+002, 1.9329197E+002, 2.1450786E+002, 2.0852773E+002, 1.6372966E+002, 2.6458803E+002, 2.7119002E+002, 2.7686915E+002, 2.8557401E+002, 2.6998477E+002, 2.4978699E+002, 2.0095769E+002, 3.6164897E+002, 3.5443715E+002, 3.4217222E+002, 3.3447218E+002, 3.1975519E+002, 2.8602683E+002, 2.4083435E+002
 3.6000510E+002, 3.5748274E+002, 3.5748274E+002, 3.5748274E+002, 3.5748274E+002, 1.6331209E+002, 1.9375713E+002, 1.8836317E+002, 1.9910824E+002, 2.1914873E+002, 2.1184465E+002, 1.7487900E+002, 2.5926296E+002, 2.6049375E+002, 2.7358219E+002, 2.8076798E+002, 2.7219041E+002, 2.4299430E+002, 2.1806468E+002, 3.7303474E+002, 3.6108893E+002, 3.4852336E+002, 3.4597272E+002, 3.3869570E+002, 3.1276409E+002, 2.6302688E+002
 3.6501343E+002, 3.6251319E+002, 3.6251319E+002, 3.6251319E+002, 3.6251319E+002, 1.5707735E+002, 1.8891896E+002, 1.8786009E+002, 2.0016565E+002, 2.1703334E+002, 2.0417302E+002, 1.7363827E+002, 2.5258334E+002, 2.5540344E+002, 2.6156346E+002, 2.8473599E+002, 2.7899341E+002, 2.4399280E+002, 2.1807225E+002, 3.5746459E+002, 3.5874759E+002, 3.5929444E+002, 3.5231885E+002, 3.3803141E+002, 3.0203381E+002, 2.6895761E+002
 3.7000891E+002, 3.6752009E+002, 3.6752009E+002, 3.6752009E+002, 3.6752009E+002, 1.5373985E+002, 1.8984094E+002, 1.8540167E+002, 1.7848430E+002, 2.1593591E+002, 2.0361009E+002, 1.6872721E+002, 2.5231492E+002, 2.5230170E+002, 2.6437843E+002, 2.8664607E+002, 2.7785212E+002, 2.3925039E+002, 2.1253420E+002, 3.5535727E+002, 3.5796246E+002, 3.3946857E+002, 3.3076265E+002, 3.2497421E+002, 2.9899063E+002, 2.6114334E+002
 3.7501135E+002, 3.7248164E+002, 3.7248164E+002, 3.7248164E+002, 3.7248164E+002, 1.4594883E+002, 1.8628163E+002, 1.8613440E+002, 1.8754628E+002, 2.1542302E+002, 2.0234329E+002, 1.6832752E+002, 2.6142985E+002, 2.6416280E+002, 2.7715254E+002, 2.9034629E+002, 2.7470218E+002, 2.3963171E+002, 2.2252193E+002, 3.3882585E+002, 3.4870832E+002, 3.3831201E+002, 3.2987042E+002, 3.2196056E+002, 2.9101802E+002, 2.3680798E+002
 3.8000385E+002, 3.7755078E+002, 3.7755078E+002, 3.7755078E+002, 3.7755078E+002, 1.4479933E+002, 1.8180493E+002, 1.8148603E+002, 1.8277211E+002, 2.0700373E+002, 1.9792970E+002, 1.8067744E+002, 2.4896241E+002, 2.5421053E+002, 2.7204283E+002, 2.6567846E+002, 2.5573152E+002, 2.2743738E+002, 2.0321370E+002, 3.2831202E+002, 3.2897906E+002, 3.2611841E+002, 3.1804137E+002, 3.1180895E+002, 2.8086606E+002, 2.4372419E+002
 3.8500406E+002, 3.8246835E+002, 3.8246835E+002, 3.8246835E+002, 3.8246835E+002, 1.3450570E+002, 1.8296940E+002, 1.7816091E+002, 1.9038940E+002, 1.9364331E+002, 1.9363405E+002, 1.7542671E+002, 2.4569654E+002, 2.4707454E+002, 2.6424563E+002, 2.6644859E+002, 2.4886663E+002, 2.2384831E+002, 2.0414797E+002, 3.1702419E+002, 3.1816535E+002, 3.1310667E+002, 3.0654301E+002, 2.9687135E+002, 2.6338729E+002, 2.3592998E+002
 3.9001660E+002, 3.8755869E+002, 3.8755869E+002, 3.8755869E+002, 3.8755869E+002, 1.4935359E+002, 1.8175200E+002, 1.7829256E+002, 1.7882054E+002, 1.9601863E+002, 2.0188000E+002, 1.7545268E+002, 2.3502379E+002, 2.4072656E+002, 2.6106736E+002, 2.6917697E+002, 2.5930765E+002, 2.1387331E+002, 1.9752382E+002, 3.5295005E+002, 3.4062658E+002, 3.2582991E+002, 3.1742084E+002, 3.0565080E+002, 2.5458004E+002, 2.1755449E+002
 3.9500052E+002, 3.9247571E+002, 3.9247571E+002, 3.9247571E+002, 3.9247571E+002, 1.4569597E+002, 1.7876571E+002, 1.7326137E+002, 1.7973174E+002, 2.1290820E+002, 2.0031521E+002, 1.5660586E+002, 2.6068189E+002, 2.5818996E+002, 2.8908342E+002, 2.9639104E+002, 2.5951656E+002, 2.2341066E+002, 2.0235949E+002, 3.6179968E+002, 3.6288378E+002, 3.5300215E+002, 3.3586927E+002, 2.9422797E+002, 2.4991579E+002, 2.2815981E+002
 4.0001270E+002, 3.9758183E+002, 3.9758183E+002, 3.9758183E+002, 3.9758183E+002, 1.5468164E+002, 1.8512138E+002, 1.8118732E+002, 1.8230016E+002, 2.2083616E+002, 2.0049928E+002, 1.8332042E+002, 2.7164372E+002, 2.7250069E+002, 2.6864643E+002, 2.6051587E+002, 2.5461014E+002, 2.2667509E+002, 1.9880883E+002, 3.5375398E+002, 3.5291232E+002, 3.4279763E+002, 3.2714146E+002, 3.2908708E+002, 3.0354310E+002, 2.8687022E+002
 4.0501172E+002, 4.0251623E+002, 4.0251623E+002, 4.0251623E+002, 4.0251623E+002, 1.5379839E+002, 1.8826499E+002, 1.8707683E+002, 2.0466571E+002, 2.1925145E+002, 1.8907245E+002, 1.6420794E+002, 2.7466836E+002, 2.6379441E+002, 2.4747300E+002, 2.4179834E+002, 2.2339355E+002, 2.0675363E+002, 1.9244238E+002, 3.4138199E+002, 3.4360194E+002, 3.4148814E+002, 3.2964457E+002, 3.2685682E+002, 3.2695958E+002, 2.8207085E+002
 4.1001495E+002, 4.0756717E+002, 4.0756717E+002, 4.0756717E+002, 4.0756717E+002, 1.5362877E+002, 1.9070137E+002, 1.8431146E+002, 1.9917546E+002, 2.2208105E+002, 2.0552653E+002, 1.7320809E+002, 3.1181558E+002, 2.6538437E+002, 2.5098695E+002, 2.6146226E+002, 2.6813385E+002, 2.5173964E+002, 2.6443645E+002, 3.2580044E+002, 3.3241720E+002, 3.3443827E+002, 3.3119519E+002, 3.3622099E+002, 3.1424232E+002, 3.0654750E+002
 4.1501324E+002, 4.1244403E+002, 4.1244403E+002, 4.1244403E+002, 4.1244403E+002, 1.6038565E+002, 2.0668964E+002, 2.0387742E+002, 2.1474799E+002, 2.3281761E+002, 2.1673511E+002, 1.8701732E+002, 3.7207209E+002, 3.5515658E+002, 3.3419326E+002, 3.6119029E+002, 3.7606224E+002, 3.5914244E+002, 3.0552021E+002, 3.5810146E+002, 3.7058762E+002, 3.6769762E+002, 3.5110651E+002, 3.5805459E+002, 2.9743985E+002, 2.4156022E+002
 4.2001617E+002, 4.1749249E+002, 4.1749249E+002, 4.1749249E+002, 4.1749249E+002, 1.7828156E+002, 2.1888652E+002, 2.1363490E+002, 2.2061297E+002, 2.5407283E+002, 2.4406992E+002, 2.0776183E+002, 3.5982943E+002, 3.4813129E+002, 3.6458111E+002, 3.8218069E+002, 3.7312607E+002, 2.0504915E+002, 1.3862129E+002, 3.6897688E+002, 3.7657737E+002, 3.7332365E+002, 3.3890038E+002, 2.7087352E+002, 1.9319344E+002, 1.5269594E+002
 4.2502271E+002, 4.2251054E+002, 4.2251054E+002, 4.2251054E+002, 4.2251054E+002, 1.7259599E+002, 2.2622724E+002, 2.1831035E+002, 2.4989467E+002, 2.6153071E+002, 2.4117958E+002, 1.9570392E+002, 3.7731976E+002, 3.5314106E+002, 3.4347873E+002, 3.4255811E+002, 1.5992637E+002, 1.1315335E+002, 9.6392745E+001, 3.2823372E+002, 3.3438240E+002, 3.5779400E+002, 2.5333507E+002, 1.6062558E+002, 1.2214115E+002, 9.6918933E+001
 4.3002136E+002, 4.2753866E+002, 4.2753866E+002, 4.2753866E+002, 4.2753866E+002, 1.6817798E+002, 2.3687764E+002, 2.2659709E+002, 2.4896619E+002, 2.8016311E+002, 2.3865308E+002, 1.9177642E+002, 4.4605256E+002, 4.4065091E+002, 4.6393042E+002, 4.2886786E+002, 1.5794957E+002, 1.0963364E+002, 8.3863983E+001, 3.3716302E+002, 3.3550996E+002, 2.6929879E+002, 2.0123997E+002, 1.3461464E+002, 1.0381926E+002, 7.4516089E+001
 4.3502020E+002, 4.3248958E+002, 4.3248958E+002, 4.3248958E+002, 4.3248958E+002, 1.9398340E+002, 2.5443345E+002, 2.4966831E+002, 2.5774572E+002, 2.8570080E+002, 2.4661137E+002, 2.0350111E+002, 4.4962279E+002, 4.3429159E+002, 4.4936299E+002, 4.0401291E+002, 1.3815212E+002, 8.9741366E+001, 6.9386259E+001, 3.5466040E+002, 3.6388404E+002, 2.8945270E+002, 2.0696983E+002, 1.3129809E+002, 8.5802327E+001, 6.3594853E+001
 4.4000565E+002, 4.3745632E+002, 4.3745632E+002, 4.3745632E+002, 4.3745632E+002, 1.9839689E+002, 2.5714456E+002, 2.5083345E+002, 2.7395495E+002, 2.7341158E+002, 2.4985739E+002, 2.1382776E+002, 4.5190209E+002, 4.3031591E+002, 4.0440127E+002, 3.2805995E+002, 1.0314953E+002, 7.8634559E+001, 6.1208817E+001, 3.2098541E+002, 2.9091053E+002, 2.3133589E+002, 1.7779286E+002, 1.0266699E+002, 6.5227706E+001, 5.6871717E+001
 4.4500662E+002, 4.4252141E+002, 4.4252141E+002, 4.4252141E+002, 4.4252141E+002, 1.9339144E+002, 2.5671372E+002, 2.4915675E+002, 2.7461685E+002, 2.8080322E+002, 2.4821383E+002, 2.0764175E+002, 4.7536124E+002, 4.5023739E+002, 4.1083259E+002, 2.5958889E+002, 7.1200516E+001, 7.3198575E+001, 5.8024722E+001, 2.7513929E+002, 2.5502221E+002, 2.0188035E+002, 1.4076478E+002, 8.1000980E+001, 5.8648887E+001, 4.7249025E+001
 4.5002322E+002, 4.4754509E+002, 4.4754509E+002, 4.4754509E+002, 4.4754509E+002, 1.9926687E+002, 2.5334548E+002, 2.5152146E+002, 2.8807081E+002, 2.6577198E+002, 2.5495037E+002, 2.1732963E+002, 4.5842005E+002, 4.1733861E+002, 3.6531138E+002, 2.5037881E+002, 7.2139283E+001, 6.3495569E+001, 4.8211668E+001, 2.7172056E+002, 2.3334025E+002, 1.8466409E+002, 1.4191513E+002, 7.0987387E+001, 5.9023833E+001, 4.5907401E+001
 4.5501074E+002, 4.5257511E+002, 4.5257511E+002, 4.5257511E+002, 4.5257511E+002, 1.9836834E+002, 2.5206099E+002, 2.4553908E+002, 2.7491010E+002, 2.8689399E+002, 2.6140622E+002, 2.2404710E+002, 4.7484110E+002, 3.9778159E+002, 3.4143685E+002, 2.0593780E+002, 7.0779909E+001, 5.6799706E+001, 4.7449847E+001, 2.4792163E+002, 2.0843181E+002, 1.7377122E+002, 1.2635035E+002, 6.0854219E+001, 5.4234294E+001, 4.1929790E+001
 4.6000473E+002, 4.5746385E+002, 4.5746385E+002, 4.5746385E+002, 4.5746385E+002, 2.0510049E+002, 2.5758991E+002, 2.4576372E+002, 3.0000748E+002, 2.8682904E+002, 2.5365036E+002, 2.0339799E+002, 4.8783935E+002, 4.2196964E+002, 3.4993062E+002, 2.0904907E+002, 6.6620894E+001, 5.6335594E+001, 4.7005988E+001, 2.6116116E+002, 2.2771647E+002, 1.7104702E+002, 1.3206113E+002, 5.6472386E+001, 4.8942568E+001, 4.2538256E+001
 4.6502322E+002, 4.6250333E+002, 4.6250333E+002, 4.6250333E+002, 4.6250333E+002, 2.1524534E+002, 2.7904668E+002, 2.7592193E+002, 3.4819089E+002, 2.8691559E+002, 2.6736885E+002, 2.3944742E+002, 4.6316457E+002, 4.0886500E+002, 3.6732990E+002, 2.3206958E+002, 6.7803731E+001, 6.1219135E+001, 4.9327864E+001, 2.9247338E+002, 2.5494705E+002, 1.7075852E+002, 1.4068692E+002, 5.5115755E+001, 4.7645171E+001, 4.4406321E+001
 4.7001053E+002, 4.6757697E+002, 4.6757697E+002, 4.6757697E+002, 4.6757697E+002, 2.1223949E+002, 3.0137574E+002, 3.0804600E+002, 3.2737303E+002, 3.0862737E+002, 2.6952290E+002, 2.3069100E+002, 4.4262541E+002, 4.0459655E+002, 3.7693235E+002, 2.2038949E+002, 6.6294749E+001, 5.6368686E+001, 5.0680092E+001, 2.9164627E+002, 2.4846087E+002, 1.7805517E+002, 1.4045901E+002, 6.5461155E+001, 4.9106741E+001, 4.2324821E+001
 4.7501358E+002, 4.7259404E+002, 4.7259404E+002, 4.7259404E+002, 4.7259404E+002, 2.1054608E+002, 3.3193925E+002, 3.1767591E+002, 3.0224057E+002, 3.2102005E+002, 2.9042458E+002, 2.5450305E+002, 4.2594936E+002, 3.9517586E+002, 3.6406447E+002, 2.0945310E+002, 5.8572358E+001, 5.2860755E+001, 4.7272099E+001, 2.8387614E+002, 2.5539719E+002, 1.8003415E+002, 1.4776255E+002, 5.7560722E+001, 4.9836664E+001, 3.9975052E+001
 4.8001416E+002, 4.7753143E+002, 4.7753143E+002, 4.7753143E+002, 4.7753143E+002, 2.2341800E+002, 3.6728736E+002, 3.2522357E+002, 3.0929087E+002, 2.9384353E+002, 2.6859319E+002, 2.5233263E+002, 4.3396859E+002, 3.8897544E+002, 3.5644783E+002, 2.2954918E+002, 6.0693558E+001, 5.3612743E+001, 4.8175380E+001, 3.2162362E+002, 2.7765200E+002, 1.9300816E+002, 1.5440641E+002, 5.4130199E+001, 4.8773323E+001, 4.0501342E+001
 4.8501212E+002, 4.8273429E+002, 4.8273429E+002, 4.8273429E+002, 4.8273429E+002, 2.8533956E+002, 3.4108952E+002, 3.0332368E+002, 2.8833252E+002, 2.7295046E+002, 2.6503399E+002, 2.5947818E+002, 3.5501893E+002, 3.3281189E+002, 3.2277696E+002, 1.8612383E+002, 5.0694314E+001, 4.7305886E+001, 4.1965204E+001, 2.5639108E+002, 2.3865402E+002, 1.7927298E+002, 1.2700357E+002, 4.9104556E+001, 4.2866922E+001, 3.9061548E+001
 4.9001184E+002, 4.8740052E+002, 4.8740052E+002, 4.8740052E+002, 4.8740052E+002, 3.1473853E+002, 3.7510037E+002, 3.1139097E+002, 2.8379667E+002, 2.8703744E+002, 2.8463058E+002, 2.9073760E+002, 3.5427276E+002, 3.2470668E+002, 3.0757996E+002, 1.8452827E+002, 5.2004936E+001, 4.9176639E+001, 4.3623274E+001, 2.6725154E+002, 2.3580485E+002, 1.7858004E+002, 1.0771172E+002, 4.8193184E+001, 4.5157297E+001, 3.9377676E+001
 4.9501993E+002, 4.9230028E+002, 4.9230028E+002, 4.9230028E+002, 4.9230028E+002, 2.9047921E+002, 4.1808101E+002, 3.4365651E+002, 3.3208245E+002, 3.2195856E+002, 3.5425815E+002, 3.5857589E+002, 3.6130763E+002, 3.5068406E+002, 3.4910851E+002, 2.4032116E+002, 5.6477651E+001, 5.4460140E+001, 4.4635089E+001, 3.3069853E+002, 2.8345205E+002, 1.9133553E+002, 1.2906401E+002, 5.6848457E+001, 4.8966317E+001, 4.0434107E+001
 5.0001740E+002, 4.9752295E+002, 4.9752295E+002, 4.9752295E+002, 4.9752295E+002, 3.0531500E+002, 3.9679891E+002, 3.3493021E+002, 3.1695357E+002, 3.1090280E+002, 3.1020480E+002, 3.4530732E+002, 3.4218532E+002, 3.4015207E+002, 3.1592686E+002, 2.2722622E+002, 5.2060322E+001, 4.6590203E+001, 3.9699679E+001, 2.7189580E+002, 2.4362531E+002, 1.9266132E+002, 1.3712231E+002, 5.8653007E+001, 4.5920319E+001, 3.9086264E+001
 5.0501279E+002, 5.0256020E+002, 5.0256020E+002, 5.0256020E+002, 5.0256020E+002, 2.9309589E+002, 4.0219876E+002, 3.4901548E+002, 3.2757752E+002, 3.1935706E+002, 3.2309630E+002, 3.4611718E+002, 3.6465225E+002, 3.4392761E+002, 3.4983065E+002, 1.9611946E+002, 5.8085040E+001, 4.8813891E+001, 4.2116851E+001, 3.1041914E+002, 2.5381251E+002, 1.8279403E+002, 1.3993445E+002, 4.9774862E+001, 4.5935809E+001, 3.8834625E+001
 5.1000867E+002, 5.0746779E+002, 5.0746779E+002, 5.0746779E+002, 5.0746779E+002, 3.3791638E+002, 3.7503702E+002, 3.3736263E+002, 3.1828199E+002, 3.1896084E+002, 3.3013485E+002, 3.3498307E+002, 3.4707466E+002, 3.2368049E+002, 3.2396014E+002, 2.1097005E+002, 5.0733655E+001, 4.8572150E+001, 4.2055697E+001, 2.8393223E+002, 2.4970551E+002, 1.7685185E+002, 1.3698940E+002, 5.7105465E+001, 4.3366094E+001, 3.8913050E+001
 5.1500018E+002, 5.1252833E+002, 5.1252833E+002, 5.1252833E+002, 5.1252833E+002, 3.2082571E+002, 4.1180503E+002, 3.4879076E+002, 3.2278439E+002, 3.2726007E+002, 3.4369510E+002, 3.0412813E+002, 3.8453766E+002, 3.4159522E+002, 3.1352715E+002, 2.4494614E+002, 5.6324255E+001, 5.1606260E+001, 4.5871357E+001, 3.0260535E+002, 2.5961781E+002, 1.8543412E+002, 1.2705814E+002, 5.2164390E+001, 4.7661069E+001, 4.1053726E+001
 5.2001849E+002, 5.1752226E+002, 5.1752226E+002, 5.1752226E+002, 5.1752226E+002, 3.2176320E+002, 4.1514722E+002, 3.5273500E+002, 3.4247572E+002, 3.3713083E+002, 3.3647101E+002, 3.4840982E+002, 3.3904720E+002, 3.3186896E+002, 3.1894252E+002, 2.2752396E+002, 5.3667628E+001, 4.8391656E+001, 4.2176553E+001, 2.8709112E+002, 2.3875324E+002, 1.8135139E+002, 1.2964144E+002, 5.9020786E+001, 4.3967100E+001, 3.9685668E+001
